,Unnamed: 0,surname,firstname,music,nationality,birth,death,youtube_title,youtube_id,similarity,piano_solo_prob,audio_name,audio_duration,giant_midi_piano,split,surname_in_youtube_title,fullname,era
788,6521,Bach,Johann Sebastian,"Prelude and Fugue in E-flat major, BWV 852",British,1685,1750,"J.S. Bach: Prelude and Fugue in E flat (WTK, Book I, No.7) , BWV 852",WkybC_k5GiQ,0.9,0.9529394,"Bach, Johann Sebastian, Prelude and Fugue in E-flat major, BWV 852, WkybC_k5GiQ",326.88146875,1.0,test,1.0,Johann Sebastian Bach,Baroque
789,6522,Bach,Johann Sebastian,"Prelude and Fugue in E-flat minor, BWV 853",British,1685,1750,"JS. BACH: WTC, B.I: Prelude and Fugue in E flat minor No.8, BWV 853. Sviatoslav Richter!",xFTvjRpaU38,1.0,0.839154,"Bach, Johann Sebastian, Prelude and Fugue in E-flat minor, BWV 853, xFTvjRpaU38",655.05746875,1.0,train,0.0,Johann Sebastian Bach,Baroque
790,6523,Bach,Johann Sebastian,"Prelude and Fugue in E major, BWV 854",British,1685,1750,"J.S. Bach: Prelude and Fugue in E (WTK, Book I, No.9) , BWV 854",02zSKrRQRjM,0.8888888888888888,0.9235006,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 854, 02zSKrRQRjM",150.26546875,1.0,train,1.0,Johann Sebastian Bach,Baroque
791,6524,Bach,Johann Sebastian,"Prelude and Fugue in E minor, BWV 855",British,1685,1750,"Víkingur Ólafsson – Bach: Prelude and Fugue in E Minor, BWV 855 | Yellow Lounge",PgKQLV7hfv4,1.0,0.9280827,"Bach, Johann Sebastian, Prelude and Fugue in E minor, BWV 855, PgKQLV7hfv4",208.04546875,1.0,train,1.0,Johann Sebastian Bach,Baroque
793,6526,Bach,Johann Sebastian,"Prelude and Fugue in F minor, BWV 857",British,1685,1750,"Bach: WTC1 No. 12 in f minor BWV 857, (Richter)",X9Z_FVjMSWc,0.6666666666666666,0.9383263,"Bach, Johann Sebastian, Prelude and Fugue in F minor, BWV 857, X9Z_FVjMSWc",454.68146875,1.0,train,1.0,Johann Sebastian Bach,Baroque
794,6527,Bach,Johann Sebastian,"Prelude and Fugue in F-sharp major, BWV 858",British,1685,1750,Richter plays Bach: WTC1 No. 13 in F sharp major BWV 858,lJCpUW1Q1yc,0.7,0.81412935,"Bach, Johann Sebastian, Prelude and Fugue in F-sharp major, BWV 858, lJCpUW1Q1yc",221.43746875,1.0,train,1.0,Johann Sebastian Bach,Baroque
795,6528,Bach,Johann Sebastian,"Prelude and Fugue in F-sharp minor, BWV 859",British,1685,1750,Richter plays Bach: WTC1 No. 14 in f sharp minor BWV 859,RjAQLU23keI,0.7,0.9347763,"Bach, Johann Sebastian, Prelude and Fugue in F-sharp minor, BWV 859, RjAQLU23keI",309.02546875,1.0,train,1.0,Johann Sebastian Bach,Baroque
796,6529,Bach,Johann Sebastian,"Prelude and Fugue in G major, BWV 860",British,1685,1750,Bach: WTC1 No. 15 in G major BWV 860 (Richter),gNlXYLsC_Vs,0.6666666666666666,0.8062126,"Bach, Johann Sebastian, Prelude and Fugue in G major, BWV 860, gNlXYLsC_Vs",193.82546875,1.0,train,1.0,Johann Sebastian Bach,Baroque
797,6530,Bach,Johann Sebastian,"Prelude and Fugue in G minor, BWV 861",British,1685,1750,Richter plays Bach: WTC1 No. 16 in g minor BWV 861,AZKif28jMUg,0.6666666666666666,0.8948766,"Bach, Johann Sebastian, Prelude and Fugue in G minor, BWV 861, AZKif28jMUg",290.62946875,1.0,train,1.0,Johann Sebastian Bach,Baroque
798,6531,Bach,Johann Sebastian,"Prelude and Fugue in A-flat major, BWV 862",British,1685,1750,Richter plays Bach: WTC1 No. 17 in A flat major BWV 862,gCL5Zvnt0TU,0.7,0.8432008,"Bach, Johann Sebastian, Prelude and Fugue in A-flat major, BWV 862, gCL5Zvnt0TU",247.78946875,1.0,validation,1.0,Johann Sebastian Bach,Baroque
799,6532,Bach,Johann Sebastian,"Prelude and Fugue in G-sharp minor, BWV 863",British,1685,1750,"J.S. Bach: Prelude and Fugue in G sharp minor (WTK, Book I, No.18) , BWV 863",9tezjkEkzW4,1.0,0.9530724,"Bach, Johann Sebastian, Prelude and Fugue in G-sharp minor, BWV 863, 9tezjkEkzW4",224.78546875,1.0,test,1.0,Johann Sebastian Bach,Baroque
800,6533,Bach,Johann Sebastian,"Prelude and Fugue in A major, BWV 864",British,1685,1750,"Bach - Prelude and Fugue in A major, WTC I, BWV 864 - John Chen",WKNfd8GzFjw,1.0,0.80464375,"Bach, Johann Sebastian, Prelude and Fugue in A major, BWV 864, WKNfd8GzFjw",225.36146875,1.0,train,1.0,Johann Sebastian Bach,Baroque
802,6535,Bach,Johann Sebastian,"Prelude and Fugue in B-flat major, BWV 866",British,1685,1750,"JS. Bach, Prelude and Fugue No. 21 in B flat major BWV 866 (WTC I). András Schiff",Y9KHhjUwG14,1.0,0.77339405,"Bach, Johann Sebastian, Prelude and Fugue in B-flat major, BWV 866, Y9KHhjUwG14",184.57346875,1.0,train,1.0,Johann Sebastian Bach,Baroque
803,6536,Bach,Johann Sebastian,"Prelude and Fugue in B-flat minor, BWV 867",British,1685,1750,Johann Sebastian Bach - Prelude & Fugue No. 22 in B-flat minor BWV 867 - Sunhwa Kim,rHMp-iy-poo,0.9,0.8646171,"Bach, Johann Sebastian, Prelude and Fugue in B-flat minor, BWV 867, rHMp-iy-poo",363.24146875,1.0,train,1.0,Johann Sebastian Bach,Baroque
804,6537,Bach,Johann Sebastian,"Prelude and Fugue in B major, BWV 868",British,1685,1750,"J.S. Bach: Prelude and Fugue in B (WTK, Book I, No.23) , BWV 868",bfjaxVZPpHc,0.8888888888888888,0.96807534,"Bach, Johann Sebastian, Prelude and Fugue in B major, BWV 868, bfjaxVZPpHc",197.60546875,1.0,train,1.0,Johann Sebastian Bach,Baroque
805,6538,Bach,Johann Sebastian,"Prelude and Fugue in B minor, BWV 869",British,1685,1750,"JS Bach / Jorg Demus, 1960: Prelude and Fugue No. 24 in B minor, BWV 869 - WTC Book 1",SmE6zH0kErM,1.0,0.94474363,"Bach, Johann Sebastian, Prelude and Fugue in B minor, BWV 869, SmE6zH0kErM",709.12946875,1.0,train,1.0,Johann Sebastian Bach,Baroque
806,6539,Bach,Johann Sebastian,"Prelude and Fugue in C major, BWV 870",British,1685,1750,"Johann Sebastian Bach - Prelude and Fugue in C major, BWV 870 - Ilya Maximov",F1lajYAtdGg,1.0,0.8812862,"Bach, Johann Sebastian, Prelude and Fugue in C major, BWV 870, F1lajYAtdGg",251.71346875,1.0,train,1.0,Johann Sebastian Bach,Baroque
807,6540,Bach,Johann Sebastian,"Prelude and Fugue in C minor, BWV 871",British,1685,1750,"J.S. Bach: Prelude and Fugue in C minor (WTK, Book II, No.2) , BWV 871",nTY1tN7aoCw,1.0,0.9263721,"Bach, Johann Sebastian, Prelude and Fugue in C minor, BWV 871, nTY1tN7aoCw",273.31346875,1.0,train,1.0,Johann Sebastian Bach,Baroque
808,6541,Bach,Johann Sebastian,"Prelude and Fugue in C-sharp major, BWV 872",British,1685,1750,"J.S. Bach: Prelude and Fugue in C sharp (WTK, Book II, No.3) , BWV 872",QEqBamNZDEE,0.9,0.93647,"Bach, Johann Sebastian, Prelude and Fugue in C-sharp major, BWV 872, QEqBamNZDEE",237.88946875,1.0,train,1.0,Johann Sebastian Bach,Baroque
809,6542,Bach,Johann Sebastian,"Prelude and Fugue in C-sharp minor, BWV 873",British,1685,1750,"J.S. Bach: Prelude and Fugue in C sharp minor (WTK, Book II, No.4) , BWV 873",0xW-dH0a23s,1.0,0.9287821,"Bach, Johann Sebastian, Prelude and Fugue in C-sharp minor, BWV 873, 0xW-dH0a23s",355.68146875,1.0,validation,1.0,Johann Sebastian Bach,Baroque
810,6543,Bach,Johann Sebastian,"Prelude and Fugue in D major, BWV 874",British,1685,1750,"J.S. Bach: Prelude and Fugue in D (WTK, Book II, No.5) , BWV 874",nJZ_DHdG27Q,0.8888888888888888,0.8495517,"Bach, Johann Sebastian, Prelude and Fugue in D major, BWV 874, nJZ_DHdG27Q",506.70146875,1.0,test,1.0,Johann Sebastian Bach,Baroque
811,6544,Bach,Johann Sebastian,"Prelude and Fugue in D minor, BWV 875",British,1685,1750,"J.S. Bach: Prelude and Fugue in D minor (WTK, Book II, No.6) , BWV 875",0RZ5N6hVYA8,1.0,0.89501274,"Bach, Johann Sebastian, Prelude and Fugue in D minor, BWV 875, 0RZ5N6hVYA8",224.56946875,1.0,train,1.0,Johann Sebastian Bach,Baroque
812,6545,Bach,Johann Sebastian,"Prelude and Fugue in E-flat major, BWV 876",British,1685,1750,"J.S. Bach: Prelude and Fugue in E flat (WTK, Book II, No.7) , BWV 876",4p05T6WeAY0,0.9,0.9469789,"Bach, Johann Sebastian, Prelude and Fugue in E-flat major, BWV 876, 4p05T6WeAY0",236.44946875,1.0,train,1.0,Johann Sebastian Bach,Baroque
813,6546,Bach,Johann Sebastian,"Prelude and Fugue in E-flat minor, BWV 877",British,1685,1750,"J.S. Bach: Prelude and Fugue in D sharp minor (WTK, Book II, No.8) , BWV 877",BHZvrFruBF8,0.8,0.946483,"Bach, Johann Sebastian, Prelude and Fugue in E-flat minor, BWV 877, BHZvrFruBF8",468.46946875,1.0,train,1.0,Johann Sebastian Bach,Baroque
814,6547,Bach,Johann Sebastian,"Prelude and Fugue in E major, BWV 878",British,1685,1750,"J.S. Bach: Prelude and Fugue in E (WTK, Book II, No.9) , BWV 878",N8SsvLjnwf4,0.8888888888888888,0.9730183,"Bach, Johann Sebastian, Prelude and Fugue in E major, BWV 878, N8SsvLjnwf4",473.72546875,1.0,train,1.0,Johann Sebastian Bach,Baroque
815,6548,Bach,Johann Sebastian,"Prelude and Fugue in E minor, BWV 879",British,1685,1750,"J.S. Bach: Prelude and Fugue in E minor (WTK, Book II, No.10) , BWV 879",ldNuMYFVcvE,1.0,0.9080392,"Bach, Johann Sebastian, Prelude and Fugue in E minor, BWV 879, ldNuMYFVcvE",423.36146875,1.0,train,1.0,Johann Sebastian Bach,Baroque
816,6549,Bach,Johann Sebastian,"Prelude and Fugue in F major, BWV 880",British,1685,1750,"J.S. Bach: Prelude and Fugue in F (WTK, Book II, No.11) , BWV 880",JPKNAbVDjA0,0.8888888888888888,0.9347691,"Bach, Johann Sebastian, Prelude and Fugue in F major, BWV 880, JPKNAbVDjA0",319.24946875,1.0,train,1.0,Johann Sebastian Bach,Baroque
817,6550,Bach,Johann Sebastian,"Prelude and Fugue in F minor, BWV 881",British,1685,1750,"J.S. Bach: Prelude and Fugue in F minor (WTK, Book II, No.12) , BWV 881",oZQQxIXiqN8,1.0,0.95597315,"Bach, Johann Sebastian, Prelude and Fugue in F minor, BWV 881, oZQQxIXiqN8",354.38546875,1.0,train,1.0,Johann Sebastian Bach,Baroque
818,6551,Bach,Johann Sebastian,"Prelude and Fugue in F-sharp major, BWV 882",British,1685,1750,"J.S. Bach: Prelude and Fugue in F sharp (WTK, Book II, No.13) , BWV 882",Jc9cDqnAlZo,0.9,0.8938644,"Bach, Johann Sebastian, Prelude and Fugue in F-sharp major, BWV 882, Jc9cDqnAlZo",323.67746875,1.0,train,1.0,Johann Sebastian Bach,Baroque
819,6552,Bach,Johann Sebastian,"Prelude and Fugue in F-sharp minor, BWV 883",British,1685,1750,"J.S. Bach: Prelude and Fugue in F sharp minor (WTK, Book II, No.14) , BWV 883",1lvTBkXf468,1.0,0.9677991,"Bach, Johann Sebastian, Prelude and Fugue in F-sharp minor, BWV 883, 1lvTBkXf468",466.38146875,1.0,validation,1.0,Johann Sebastian Bach,Baroque
820,6553,Bach,Johann Sebastian,"Prelude and Fugue in G major, BWV 884",British,1685,1750,"J.S. Bach: Prelude and Fugue in G (WTK, Book II, No.15) , BWV 884",cwrH49CnzwQ,0.8888888888888888,0.85430413,"Bach, Johann Sebastian, Prelude and Fugue in G major, BWV 884, cwrH49CnzwQ",234.14546875,1.0,test,1.0,Johann Sebastian Bach,Baroque
821,6554,Bach,Johann Sebastian,"Prelude and Fugue in G minor, BWV 885",British,1685,1750,"George Li plays Bach Prélude and Fugue in G minor, BWV 885, No  16",9XCS5COS8Fs,0.8888888888888888,0.82358843,"Bach, Johann Sebastian, Prelude and Fugue in G minor, BWV 885, 9XCS5COS8Fs",380.19746875,1.0,train,1.0,Johann Sebastian Bach,Baroque
822,6555,Bach,Johann Sebastian,"Prelude and Fugue in A-flat major, BWV 886",British,1685,1750,"J.S. Bach: Prelude and Fugue in A flat (WTK, Book II, No.17) , BWV 886",5qfTOKrfzdU,0.9,0.90230674,"Bach, Johann Sebastian, Prelude and Fugue in A-flat major, BWV 886, 5qfTOKrfzdU",352.00946875,1.0,train,1.0,Johann Sebastian Bach,Baroque
823,6556,Bach,Johann Sebastian,"Prelude and Fugue in G-sharp minor, BWV 887",British,1685,1750,"J.S. Bach: Prelude and Fugue in G sharp minor (WTK, Book II, No.18) , BWV 887",WLzcq-5jNy4,1.0,0.91986096,"Bach, Johann Sebastian, Prelude and Fugue in G-sharp minor, BWV 887, WLzcq-5jNy4",589.64546875,1.0,train,1.0,Johann Sebastian Bach,Baroque
824,6557,Bach,Johann Sebastian,"Prelude and Fugue in A major, BWV 888",British,1685,1750,"BACH | Prelude and Fugue in A major, BWV 888",dBj7TNg4uWs,1.0,0.94740254,"Bach, Johann Sebastian, Prelude and Fugue in A major, BWV 888, dBj7TNg4uWs",209.52146875,1.0,train,0.0,Johann Sebastian Bach,Baroque
825,6558,Bach,Johann Sebastian,"Prelude and Fugue in A minor, BWV 889",British,1685,1750,Angela Hewitt: Bach - Prelude & Fugue No. 20 in A minor BWV 889 | WTC Book II,aPSCHZnjw2k,0.8888888888888888,0.9060308,"Bach, Johann Sebastian, Prelude and Fugue in A minor, BWV 889, aPSCHZnjw2k",365.83346875,1.0,train,1.0,Johann Sebastian Bach,Baroque
826,6559,Bach,Johann Sebastian,"Prelude and Fugue in B-flat major, BWV 890",British,1685,1750,"J.S. Bach: Prelude and Fugue in B flat (WTK, Book II, No.21) , BWV 890",Bku5wYGkCFg,0.9,0.9172239,"Bach, Johann Sebastian, Prelude and Fugue in B-flat major, BWV 890, Bku5wYGkCFg",538.59746875,1.0,train,1.0,Johann Sebastian Bach,Baroque
827,6560,Bach,Johann Sebastian,"Prelude and Fugue in B-flat minor, BWV 891",British,1685,1750,"J.S. Bach: Prelude and Fugue in B flat minor (WTK, Book II, No.22) , BWV 891",DvMpEyeYyo4,1.0,0.950405,"Bach, Johann Sebastian, Prelude and Fugue in B-flat minor, BWV 891, DvMpEyeYyo4",453.38546875,1.0,train,1.0,Johann Sebastian Bach,Baroque
828,6561,Bach,Johann Sebastian,"Prelude and Fugue in B major, BWV 892",British,1685,1750,Bach - WTC II (Angela Hewitt) - Prelude & Fugue No. 23 in B Major BWV 892,OCnENbenhzw,0.8888888888888888,0.83867455,"Bach, Johann Sebastian, Prelude and Fugue in B major, BWV 892, OCnENbenhzw",371.37746875,1.0,train,1.0,Johann Sebastian Bach,Baroque
829,6562,Bach,Johann Sebastian,"Prelude and Fugue in B minor, BWV 893",British,1685,1750,Angela Hewitt: Bach - Prelude & Fugue No. 24 in B minor BWV 893 | WTC Book II,bp4Y8buWb3k,0.8888888888888888,0.8747747,"Bach, Johann Sebastian, Prelude and Fugue in B minor, BWV 893, bp4Y8buWb3k",256.96946875,1.0,validation,1.0,Johann Sebastian Bach,Baroque
830,6563,Bach,Johann Sebastian,"Prelude and Fugue in A minor, BWV 894",British,1685,1750,Kit Armstrong | J. S. Bach - Prelude and Fugue BWV 894,zYccvhhTmNw,0.6666666666666666,0.83075494,"Bach, Johann Sebastian, Prelude and Fugue in A minor, BWV 894, zYccvhhTmNw",628.84946875,1.0,test,1.0,Johann Sebastian Bach,Baroque
835,6568,Bach,Johann Sebastian,"Prelude in A minor, BWV 922",British,1685,1750,"J.S. Bach: Prelude (Fantasy) in A Minor, BWV 922",88dJlWFuTYg,1.0,0.93368065,"Bach, Johann Sebastian, Prelude in A minor, BWV 922, 88dJlWFuTYg",502.84946875,1.0,train,1.0,Johann Sebastian Bach,Baroque
837,6570,Bach,Johann Sebastian,"Prelude in C minor, BWV 921",British,1685,1750,"Cyprien Katsaris - Bach: Prelude (Fantasia) in C minor, BWV 921",mn6b-hD_af8,1.0,0.8807306,"Bach, Johann Sebastian, Prelude in C minor, BWV 921, mn6b-hD_af8",238.06946875,1.0,train,1.0,Johann Sebastian Bach,Baroque
838,6571,Bach,Johann Sebastian,"Prelude in C minor, BWV 999",British,1685,1750,"Johann Sebastian Bach: Prelude C Minor BWV 999, Konstantin Lifschitz",jmJ0gv2xNUo,0.8571428571428571,0.5152365,"Bach, Johann Sebastian, Prelude in C minor, BWV 999, jmJ0gv2xNUo",113.90546875,1.0,train,1.0,Johann Sebastian Bach,Baroque
839,6572,Bach,Johann Sebastian,"Prelude in D major, BWV 925",British,1685,1750,"Bach, Prelude in D major, BWV 925, Piano",d4J6MNqdbr0,1.0,0.84727,"Bach, Johann Sebastian, Prelude in D major, BWV 925, d4J6MNqdbr0",78.12146875,1.0,train,1.0,Johann Sebastian Bach,Baroque
888,6621,Bach,Johann Sebastian,"Sinfonia in C major, BWV 787",British,1685,1750,"Bach: Sinfonia 1 in C Major, BWV 787 (Student Edition)",0YsHo4-HLlM,1.0,0.89719075,"Bach, Johann Sebastian, Sinfonia in C major, BWV 787, 0YsHo4-HLlM",72.57746875,1.0,train,1.0,Johann Sebastian Bach,Baroque
889,6622,Bach,Johann Sebastian,"Sinfonia in C minor, BWV 788",British,1685,1750,"Bach: Sinfonia 2 in C Minor, BWV 788 (Urtext Edition)",4nOY7cvHFcI,1.0,0.94466317,"Bach, Johann Sebastian, Sinfonia in C minor, BWV 788, 4nOY7cvHFcI",117.82946875,1.0,train,1.0,Johann Sebastian Bach,Baroque
890,6623,Bach,Johann Sebastian,"Sinfonia in D major, BWV 789",British,1685,1750,Sinfonia No  3 in D major BWV 789 Johann Sebastian Bach 1685  1750  Sebastian Agudelo,6h-vn-Koutc,1.0,0.86856836,"Bach, Johann Sebastian, Sinfonia in D major, BWV 789, 6h-vn-Koutc",93.20546875,1.0,train,1.0,Johann Sebastian Bach,Baroque
891,6624,Bach,Johann Sebastian,"Sinfonia in D minor, BWV 790",British,1685,1750,A  Schiff plays Bach three part inventions   No 4 in D minor BWV 790,yB53rd_nFBQ,0.8571428571428571,0.9215213,"Bach, Johann Sebastian, Sinfonia in D minor, BWV 790, yB53rd_nFBQ",128.44946875,1.0,train,1.0,Johann Sebastian Bach,Baroque
893,6626,Bach,Johann Sebastian,"Sinfonia in E major, BWV 792",British,1685,1750,"J.S. Bach Sinfonia No. 6 in E Major, BWV 792",E_AdANlUWd4,1.0,0.9806989,"Bach, Johann Sebastian, Sinfonia in E major, BWV 792, E_AdANlUWd4",86.83346875,1.0,validation,1.0,Johann Sebastian Bach,Baroque
894,6627,Bach,Johann Sebastian,"Sinfonia in E minor, BWV 793",British,1685,1750,"Bach, J.S.: Sinfonia VII in E Minor, BWV 793",TMkoMyjSZRc,1.0,0.901011,"Bach, Johann Sebastian, Sinfonia in E minor, BWV 793, TMkoMyjSZRc",138.02546875,1.0,test,1.0,Johann Sebastian Bach,Baroque
895,6628,Bach,Johann Sebastian,"Sinfonia in F major, BWV 794",British,1685,1750,"J.S. Bach Sinfonia No. 8 in F Major, BWV 794",iE5aRQ87fSA,1.0,0.9222886,"Bach, Johann Sebastian, Sinfonia in F major, BWV 794, iE5aRQ87fSA",72.25346875,1.0,train,1.0,Johann Sebastian Bach,Baroque
896,6629,Bach,Johann Sebastian,"Sinfonia in F minor, BWV 795",British,1685,1750,"Sinfonia No. 9 in F Minor, BWV 795 (Remastered)",qF8-ijUYWU0,0.8571428571428571,0.8088992,"Bach, Johann Sebastian, Sinfonia in F minor, BWV 795, qF8-ijUYWU0",257.43746875,1.0,train,0.0,Johann Sebastian Bach,Baroque
897,6630,Bach,Johann Sebastian,"Sinfonia in G major, BWV 796",British,1685,1750,"J.S. Bach Sinfonia No. 10 in G Major, BWV 796",q8mPidNQI3s,1.0,0.95265985,"Bach, Johann Sebastian, Sinfonia in G major, BWV 796, q8mPidNQI3s",65.44946875,1.0,train,1.0,Johann Sebastian Bach,Baroque
899,6632,Bach,Johann Sebastian,"Sinfonia in A major, BWV 798",British,1685,1750,"J.S. Bach: Sinfonia No. 12 in A Major, BWV 798",4Criw3iCUpw,1.0,0.93271995,"Bach, Johann Sebastian, Sinfonia in A major, BWV 798, 4Criw3iCUpw",83.66546875,1.0,train,1.0,Johann Sebastian Bach,Baroque
900,6633,Bach,Johann Sebastian,"Sinfonia in A minor, BWV 799",British,1685,1750,"Sinfonia No. 13 in A Minor, BWV 799 (Remastered)",PtIRqWiihT0,0.8571428571428571,0.7041392,"Bach, Johann Sebastian, Sinfonia in A minor, BWV 799, PtIRqWiihT0",134.64146875,1.0,train,0.0,Johann Sebastian Bach,Baroque
901,6634,Bach,Johann Sebastian,"Sinfonia in B-flat major, BWV 800",British,1685,1750,"Sinfonia No. 14 in B-Flat Major, BWV 800 (Remastered)",LC2jVWe85X0,0.875,0.91095865,"Bach, Johann Sebastian, Sinfonia in B-flat major, BWV 800, LC2jVWe85X0",69.37346875,1.0,train,0.0,Johann Sebastian Bach,Baroque
902,6635,Bach,Johann Sebastian,"Sinfonia in B minor, BWV 801",British,1685,1750,"J.S. Bach: Sinfonia No. 15 in B Minor, BWV 801",RhT0ng7wgjw,1.0,0.8607221,"Bach, Johann Sebastian, Sinfonia in B minor, BWV 801, RhT0ng7wgjw",79.20146875,1.0,train,1.0,Johann Sebastian Bach,Baroque
903,6636,Bach,Johann Sebastian,"15 Sinfonias, BWV 787-801",British,1685,1750,"Sinfonias BWV 787-801, Angela Hewitt Piano Recital2",ntLGHRX5XOE,0.6666666666666666,0.8303379,"Bach, Johann Sebastian, 15 Sinfonias, BWV 787-801, ntLGHRX5XOE",1498.60946875,1.0,train,0.0,Johann Sebastian Bach,Baroque
916,6649,Bach,Johann Sebastian,"Sonata in C major, BWV 966",British,1685,1750,"Bach - Sonata in C major, BWV 966",uzxi8MbDqfM,1.0,0.8132706,"Bach, Johann Sebastian, Sonata in C major, BWV 966, uzxi8MbDqfM",629.67746875,1.0,validation,1.0,Johann Sebastian Bach,Baroque
917,6650,Bach,Johann Sebastian,"Sonata in D major, BWV 963",British,1685,1750,"Johann Sebastian Bach - Sonata for keyboard in D major, BWV 963",4tb4_ngGAzE,1.0,0.9174083,"Bach, Johann Sebastian, Sonata in D major, BWV 963, 4tb4_ngGAzE",663.84146875,1.0,test,1.0,Johann Sebastian Bach,Baroque
929,6662,Bach,Johann Sebastian,"Suite in F minor, BWV 823",British,1685,1750,"Bach - Suite in F minor, BWV 823",merdbEC9wbA,1.0,0.84828043,"Bach, Johann Sebastian, Suite in F minor, BWV 823, merdbEC9wbA",375.80546875,1.0,train,1.0,Johann Sebastian Bach,Baroque
943,6676,Bach,Johann Sebastian,"Toccata in C minor, BWV 911",British,1685,1750,"Glenn Gould: Bach - Toccata in C Minor, BWV 911",Fr5e2c9AJvA,1.0,0.9461081,"Bach, Johann Sebastian, Toccata in C minor, BWV 911, Fr5e2c9AJvA",678.24146875,1.0,train,1.0,Johann Sebastian Bach,Baroque
944,6677,Bach,Johann Sebastian,"Toccata in D major, BWV 912",British,1685,1750,J. S. BACH Toccata in D major. BWV 912 - Corrado Pozzoli,I8tDTeajtCs,1.0,0.8570409,"Bach, Johann Sebastian, Toccata in D major, BWV 912, I8tDTeajtCs",719.38946875,1.0,train,0.0,Johann Sebastian Bach,Baroque
945,6678,Bach,Johann Sebastian,"Toccata in D minor, BWV 913",British,1685,1750,"Toccata in D Minor, BWV 913 (Remastered)",2I43qGbYSc4,0.8571428571428571,0.9516043,"Bach, Johann Sebastian, Toccata in D minor, BWV 913, 2I43qGbYSc4",1016.49746875,1.0,train,0.0,Johann Sebastian Bach,Baroque
948,6681,Bach,Johann Sebastian,"Toccata in F-sharp minor, BWV 910",British,1685,1750,"Toccata in F-Sharp Minor, BWV 910 (Remastered)",KsKOAaVHp_o,0.875,0.96550983,"Bach, Johann Sebastian, Toccata in F-sharp minor, BWV 910, KsKOAaVHp_o",703.40546875,1.0,train,0.0,Johann Sebastian Bach,Baroque
949,6682,Bach,Johann Sebastian,"Toccata in G major, BWV 916",British,1685,1750,"Bach Toccata in G major, BWV 916 - Jayson Gillham",vPG1HlJ1_UE,1.0,0.8625808,"Bach, Johann Sebastian, Toccata in G major, BWV 916, vPG1HlJ1_UE",451.26146875,1.0,train,1.0,Johann Sebastian Bach,Baroque
950,6683,Bach,Johann Sebastian,"Toccata in G minor, BWV 915",British,1685,1750,J. S. Bach - Toccata for Clavier in G Minor BWV 915 - Glenn Gould,XeRe4AeXWQ8,1.0,0.9614807,"Bach, Johann Sebastian, Toccata in G minor, BWV 915, XeRe4AeXWQ8",524.26946875,1.0,train,1.0,Johann Sebastian Bach,Baroque
